rank,name,profile,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
3468,PodkovyrkinDmitry,https://www.openstreetmap.org/user/PodkovyrkinDmitry,11310883,1,20,Russian Federation,9,4,3,1,3,0,0,0,0,1,1,0,1,0,1,0,0,1,0,"{""barrier"": 1, ""amenity"": 1}","{""barrier"": 1, ""highway"": 1, ""landuse"": 1, ""name"": 1, ""building"": 1, ""building:levels"": 1, ""office"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3469,Pragya Pant,https://www.openstreetmap.org/user/Pragya%20Pant,10967140,1,20,Nepal,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{},{},,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3470,GeoAndi,https://www.openstreetmap.org/user/GeoAndi,16771983,4,20,Austria,0,2,0,1,17,0,0,0,0,0,1,0,1,1,16,0,0,0,2,"{""highway"": 1, ""maxspeed"": 1, ""name"": 1, ""source"": 1, ""source:maxspeed"": 1}","{""name"": 17, ""highway"": 16, ""maxspeed"": 16, ""source:maxspeed"": 15, ""surface"": 15, ""ref"": 12, ""oneway"": 8, ""layer"": 5, ""source"": 4, ""cycleway"": 4, ""check_date"": 3, ""bridge"": 3, ""amenity"": 2, ""embankment"": 2, ""fee"": 1, ""lanes"": 1, ""junction"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housename"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""building:levels"": 1, ""email"": 1, ""fax"": 1, ""operator"": 1, ""phone"": 1, ""stars"": 1, ""tourism"": 1, ""website"": 1, ""parking:condition:left"": 1, ""parking:condition:left:hgv"": 1, ""parking:lane:left"": 1, ""sidewalk"": 1, ""zone:maxspeed"": 1, ""traffic_calming"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3471,bVites,https://www.openstreetmap.org/user/bVites,9434724,1,20,Iran (Islamic Republic of),13,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,{},"{""waterway"": 1, ""addr:country"": 1, ""addr:district"": 1, ""addr:province"": 1, ""landuse"": 1, ""name"": 1, ""name:en"": 1, ""name:ru"": 1, ""place"": 1, ""wikidata"": 1, ""wikipedia"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3472,kasaoka,https://www.openstreetmap.org/user/kasaoka,2465260,3,20,Japan,16,0,0,3,1,0,0,0,0,1,0,0,0,3,1,0,0,2,0,"{""name"": 4, ""highway"": 3, ""amenity"": 2, ""addr:city"": 1, ""addr:quarter"": 1, ""religion"": 1}","{""highway"": 1, ""name"": 1, ""ref"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3473,KazakovM,https://www.openstreetmap.org/user/KazakovM,7267484,4,20,Russian Federation,5,2,8,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,"{""barrier"": 3, ""communication:mobile_phone"": 1, ""man_made"": 1, ""tower:type"": 1, ""wheelchair"": 1}","{""name"": 1, ""shop"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3474,Goldbattle,https://www.openstreetmap.org/user/Goldbattle,3349582,5,20,United States of America,2,2,0,0,16,0,0,0,0,1,2,0,3,0,13,0,0,2,2,"{""amenity"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""cuisine"": 2, ""name"": 2, ""takeaway"": 1}","{""highway"": 13, ""surface"": 13, ""service"": 11, ""source"": 4, ""building"": 3, ""amenity"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""cuisine"": 2, ""name"": 2, ""opening_hours"": 2, ""air_conditioning"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3475,michal_f,https://www.openstreetmap.org/user/michal_f,186174,1,20,Poland,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,{},"{""highway"": 20, ""surface"": 20, ""name"": 19, ""maxspeed"": 3, ""name:left"": 1, ""name:right"": 1, ""source:name:left"": 1, ""source:name:right"": 1, ""source:name"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3476,Hadjer FRADI,https://www.openstreetmap.org/user/Hadjer%20FRADI,17484592,1,20,Algeria,18,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,"{""building"": 2, ""amenity"": 1, ""name"": 1, ""not:brand:wikidata"": 1, ""office"": 1}",{},,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3477,ChehrehBargi,https://www.openstreetmap.org/user/ChehrehBargi,3566057,1,20,Iran (Islamic Republic of),14,0,0,3,2,0,0,1,0,0,0,0,1,3,2,0,0,0,1,"{""highway"": 3, ""lit"": 3, ""covered"": 1}","{""highway"": 2, ""name"": 2, ""alt_name"": 1, ""maxspeed"": 1, ""oneway"": 1, ""ref"": 1, ""source"": 1, ""amenity"": 1, ""building"": 1, ""fuel:diesel"": 1, ""fuel:gasoline"": 1, ""type"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3478,gcklaus,https://www.openstreetmap.org/user/gcklaus,309214,11,20,Germany,0,9,0,0,11,0,0,0,0,0,8,0,4,0,10,0,0,0,5,{},"{""highway"": 10, ""amenity"": 5, ""tactile_paving"": 5, ""surface"": 5, ""parking"": 4, ""service"": 4, ""building"": 4, ""building:levels"": 4, ""roof:shape"": 4, ""maxheight"": 3, ""name"": 3, ""button_operated"": 3, ""crossing"": 3, ""oneway"": 3, ""maxheight:signed"": 2, ""bench"": 2, ""bin"": 2, ""bus"": 2, ""check_date:shelter"": 2, ""public_transport"": 2, ""shelter"": 2, ""wheelchair"": 2, ""lit"": 2, ""power"": 2, ""ref"": 2, ""substation"": 2, ""crossing:barrier"": 1, ""railway"": 1, ""check_date"": 1, ""source"": 1, ""access"": 1, ""foot"": 1, ""lanes"": 1, ""maxspeed"": 1, ""source:maxspeed"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""entrance"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3479,Kawa_Inka,https://www.openstreetmap.org/user/Kawa_Inka,13547303,3,20,Poland,0,0,0,0,20,0,0,0,0,0,0,0,1,0,19,0,0,0,0,{},"{""highway"": 19, ""smoothness"": 19, ""surface"": 19, ""lit"": 17, ""oneway"": 8, ""lanes"": 6, ""name"": 6, ""maxspeed"": 5, ""maxspeed:type"": 4, ""sidewalk:left"": 4, ""sidewalk:right"": 4, ""sidewalk"": 3, ""turn:lanes"": 3, ""cycleway:right"": 3, ""source:maxspeed"": 3, ""maxheight"": 2, ""old_ref"": 2, ""foot"": 2, ""note:turn:lanes"": 1, ""shoulder"": 1, ""lane_markings"": 1, ""noname"": 1, ""building"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3480,elandreau,https://www.openstreetmap.org/user/elandreau,5735996,14,20,France,0,10,0,0,10,0,0,0,0,0,9,0,1,0,9,0,0,0,8,{},"{""highway"": 9, ""source"": 9, ""amenity"": 8, ""backrest"": 7, ""surface"": 7, ""check_date"": 6, ""handrail"": 4, ""incline"": 4, ""ramp"": 3, ""bicycle"": 2, ""crossing"": 1, ""crossing:island"": 1, ""crossing_ref"": 1, ""tactile_paving"": 1, ""emergency"": 1, ""fire_hydrant:position"": 1, ""fire_hydrant:type"": 1, ""ref"": 1, ""bicycle_parking"": 1, ""capacity"": 1, ""covered"": 1, ""lanes"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1, ""maxspeed"": 1, ""maxspeed:type"": 1, ""name"": 1, ""sidewalk"": 1, ""building"": 1, ""barrier"": 1, ""leisure"": 1, ""lit"": 1, ""sport"": 1, ""service"": 1, ""step_count"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3481,lello_ba,https://www.openstreetmap.org/user/lello_ba,18490865,7,20,Italy,0,6,0,0,14,0,0,0,0,0,5,0,0,0,14,0,0,0,5,{},"{""highway"": 14, ""surface"": 14, ""name"": 7, ""amenity"": 5, ""backrest"": 5, ""lane_markings"": 3, ""check_date:surface"": 2, ""lanes"": 2, ""oneway"": 2, ""board_type"": 1, ""information"": 1, ""tourism"": 1, ""cutting"": 1, ""layer"": 1, ""maxheight"": 1, ""tunnel"": 1, ""ref"": 1, ""motor_vehicle"": 1, ""width"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3482,e_barreira,https://www.openstreetmap.org/user/e_barreira,2279002,1,20,Syrian Arab Republic,16,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"{""building"": 4}",{},"#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3483,Hayk Petrosyan,https://www.openstreetmap.org/user/Hayk%20Petrosyan,18364813,1,20,Armenia,16,1,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,5,1,"{""amenity"": 5, ""name"": 4, ""building"": 3, ""healthcare"": 1, ""shop"": 1}","{""amenity"": 1, ""name"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3484,Mortein,https://www.openstreetmap.org/user/Mortein,10823038,2,20,New Zealand,1,12,1,1,5,0,0,0,0,0,11,0,0,1,1,0,0,0,9,"{""highway"": 1}","{""brand"": 9, ""brand:wikidata"": 9, ""name"": 9, ""amenity"": 9, ""operator"": 7, ""name:en"": 6, ""operator:wikidata"": 5, ""shop"": 3, ""natural"": 3, ""water"": 3, ""addr:housenumber"": 2, ""addr:street"": 2, ""addr:suburb"": 2, ""ref:linz:address_id"": 2, ""covered"": 2, ""official_name"": 1, ""healthcare"": 1, ""name:fr"": 1, ""email"": 1, ""opening_hours"": 1, ""opening_hours:url"": 1, ""wheelchair"": 1, ""leisure"": 1, ""operator:type"": 1, ""source"": 1, ""highway"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3485,Matis73,https://www.openstreetmap.org/user/Matis73,2224883,1,20,France,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,{},"{""highway"": 20, ""name"": 19, ""oneway"": 19, ""surface"": 19, ""maxspeed"": 18, ""source"": 7, ""cycleway:left"": 6, ""cycleway:right"": 4, ""lanes"": 3, ""cycleway:right:lane"": 2, ""lit"": 2, ""sidewalk"": 2, ""traffic_calming"": 2, ""cycleway:left:lane"": 2, ""junction"": 1, ""cycleway"": 1, ""maxspeed:forward"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3486,Lin__O,https://www.openstreetmap.org/user/Lin__O,18496596,2,20,United States of America,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,0,0,0,0,{},"{""highway"": 19, ""surface"": 19, ""service"": 13, ""name"": 4, ""tiger:cfcc"": 4, ""tiger:county"": 4, ""tiger:name_base"": 4, ""tiger:name_type"": 4, ""tiger:reviewed"": 4, ""tiger:zip_left"": 3, ""tiger:zip_right"": 3, ""tiger:name_direction_suffix"": 2, ""network"": 1, ""public_transport"": 1, ""railway"": 1, ""shelter"": 1, ""train"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3487,Gurkenwelt,https://www.openstreetmap.org/user/Gurkenwelt,12354810,11,20,Germany,2,6,0,1,11,0,0,0,0,0,5,0,1,1,12,0,0,0,0,"{""highway"": 1, ""service"": 1}","{""highway"": 12, ""name"": 9, ""surface"": 7, ""maxspeed"": 5, ""bench"": 4, ""lit"": 4, ""public_transport"": 4, ""route_ref"": 4, ""shelter"": 4, ""bin"": 3, ""lane_markings"": 3, ""ref"": 3, ""tactile_paving"": 2, ""check_date:shelter"": 2, ""access"": 2, ""leisure"": 2, ""sidewalk"": 2, ""cycleway:both"": 2, ""emergency"": 1, ""fire_hydrant:diameter"": 1, ""fire_hydrant:position"": 1, ""fire_hydrant:type"": 1, ""maxspeed:type"": 1, ""sidewalk:both:surface"": 1, ""tracktype"": 1, ""lanes"": 1, ""sidewalk:left:surface"": 1, ""loc_name"": 1, ""smoothness"": 1, ""winter_service"": 1, ""leaf_type"": 1, ""natural"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""building"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3488,PrinzZimt,https://www.openstreetmap.org/user/PrinzZimt,2927406,12,19,Germany,0,4,0,0,15,0,0,0,0,0,3,0,12,0,1,0,0,0,0,{},"{""building"": 12, ""emergency"": 4, ""fire_hydrant:position"": 4, ""fire_hydrant:type"": 4, ""addr:housenumber"": 4, ""fire_hydrant:diameter"": 2, ""landuse"": 2, ""leaf_type"": 2, ""addr:street"": 2, ""leaf_cycle"": 1, ""highway"": 1, ""lit"": 1, ""name"": 1, ""sidewalk"": 1, ""surface"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3489,mycraft,https://www.openstreetmap.org/user/mycraft,9275592,1,19,Japan,10,0,0,5,4,0,0,0,0,2,0,0,0,7,4,0,0,0,0,"{""highway"": 7, ""footway"": 5, ""crossing"": 2, ""layer"": 2, ""tunnel"": 2}","{""highway"": 4, ""footway"": 2, ""lanes"": 1, ""maxspeed"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3490,Cebderby,https://www.openstreetmap.org/user/Cebderby,705850,1,19,U.K. of Great Britain and Northern Ireland,4,2,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1,{},"{""building:part"": 12, ""height"": 12, ""min_height"": 12, ""roof:shape"": 11, ""building:colour"": 9, ""roof:colour"": 9, ""roof:height"": 9, ""roof:material"": 9, ""roof:direction"": 8, ""base:colour"": 1, ""roof:orientation"": 1, ""addr:city"": 1, ""addr:housename"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""alt_name"": 1, ""amenity"": 1, ""building"": 1, ""name"": 1, ""name:arz"": 1, ""name:da"": 1, ""name:en"": 1, ""name:es"": 1, ""name:fa"": 1, ""name:fr"": 1, ""name:ga"": 1, ""name:hy"": 1, ""name:it"": 1, ""name:ja"": 1, ""name:pl"": 1, ""name:ru"": 1, ""name:sh"": 1, ""name:tr"": 1, ""name:zh"": 1, ""opening_hours"": 1, ""tourism"": 1, ""type"": 1, ""website"": 1, ""wheelchair"": 1, ""wheelchair:description"": 1, ""wikidata"": 1, ""wikipedia"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3491,xxzzyy,https://www.openstreetmap.org/user/xxzzyy,18190917,4,19,Germany,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,{},"{""highway"": 19, ""maxspeed"": 19, ""name"": 19, ""surface"": 19, ""sidewalk"": 17, ""lit"": 16, ""oneway"": 13, ""maxspeed:type"": 11, ""lanes"": 10, ""source:maxspeed"": 9, ""lcn"": 7, ""cycleway:left"": 7, ""cycleway:right"": 7, ""oneway:bicycle"": 6, ""cycleway"": 5, ""name:etymology:wikidata"": 5, ""name:etymology:wikipedia"": 4, ""cycleway:both"": 4, ""bicycle:forward"": 4, ""cycleway:left:bicycle"": 4, ""smoothness"": 4, ""lane_markings"": 3, ""wikipedia"": 3, ""class:bicycle"": 3, ""cycleway:right:lane"": 2, ""wikidata"": 2, ""bicycle"": 2, ""lanes:backward"": 2, ""lanes:forward"": 2, ""turn:lanes:forward"": 2, ""cycleway:left:lane"": 2, ""sidewalk:left"": 1, ""sidewalk:both:surface"": 1, ""cycleway:both:bicycle"": 1, ""cycleway:both:lane"": 1, ""traffic_sign:backward"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3492,cotesta,https://www.openstreetmap.org/user/cotesta,10528765,2,19,United States of America,9,7,0,0,2,1,0,0,0,3,2,0,0,1,4,0,0,0,0,"{""colour"": 2, ""emergency"": 2, ""fire_hydrant:position"": 2, ""fire_hydrant:type"": 2, ""direction"": 1, ""highway"": 1}","{""highway"": 4, ""name"": 2, ""tiger:cfcc"": 1, ""tiger:county"": 1, ""tiger:name_base"": 1, ""tiger:name_type"": 1, ""tiger:reviewed"": 1, ""tiger:zip_left"": 1, ""tiger:zip_right"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3493,theraser,https://www.openstreetmap.org/user/theraser,694515,1,19,Germany,1,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,{},"{""highway"": 18, ""surface"": 18, ""cycleway:both"": 14, ""lanes"": 14, ""ref"": 14, ""maxspeed"": 7, ""name"": 6, ""source"": 6, ""smoothness"": 4, ""lane_markings"": 3, ""tracktype"": 3, ""bridge"": 1, ""layer"": 1, ""maxweight"": 1, ""lit"": 1, ""destination:backward"": 1, ""destination:forward"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3494,Ale_Zena_IT,https://www.openstreetmap.org/user/Ale_Zena_IT,22290,2,19,Italy,13,0,0,3,1,0,0,2,0,7,0,0,2,3,1,0,0,0,0,"{""addr:housenumber"": 6, ""addr:street"": 6, ""footway"": 3, ""highway"": 3, ""noexit"": 1}","{""building"": 2, ""type"": 2, ""highway"": 1, ""name"": 1, ""source"": 1, ""addr:housenumber"": 1, ""addr:street"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3495,afimaamedufie,https://www.openstreetmap.org/user/afimaamedufie,8651596,1,19,Ghana,14,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"{""building"": 3}",{},"#28DaysMappingChallenge,#HOT,#OpenStreetMap,#MapWithLove,#MapChallenge",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3496,mamanakis,https://www.openstreetmap.org/user/mamanakis,20713,2,19,United States of America,14,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"{""amenity"": 1, ""landuse"": 1}","{""landuse"": 2, ""highway"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3497,simon04,https://www.openstreetmap.org/user/simon04,57945,2,19,Austria,5,3,0,1,6,0,0,4,0,5,2,0,1,1,5,0,0,0,0,"{""name"": 6, ""email"": 5, ""indoor"": 5, ""opening_hours"": 5, ""operator"": 5, ""payment:cash"": 5, ""payment:credit_cards"": 5, ""payment:debit_cards"": 5, ""phone"": 5, ""shop"": 5, ""website"": 5, ""highway"": 1, ""maxspeed"": 1, ""ref"": 1, ""surface"": 1}","{""name"": 12, ""ref"": 9, ""operator"": 5, ""highway"": 5, ""maxspeed"": 5, ""surface"": 5, ""route"": 4, ""type"": 4, ""email"": 3, ""indoor"": 3, ""opening_hours"": 3, ""payment:cash"": 3, ""payment:credit_cards"": 3, ""payment:debit_cards"": 3, ""phone"": 3, ""shop"": 3, ""website"": 3, ""network"": 3, ""bridge"": 2, ""layer"": 2, ""from"": 2, ""network:wikidata"": 2, ""network:wikipedia"": 2, ""public_transport:version"": 2, ""to"": 2, ""addr:city"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""ascent"": 1, ""distance"": 1, ""mtb:difficulty"": 1, ""mtb:type"": 1, ""url"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3498,yannss,https://www.openstreetmap.org/user/yannss,13289463,1,19,France,16,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"{""highway"": 1}","{""CLC:code"": 1, ""CLC:id"": 1, ""CLC:year"": 1, ""landuse"": 1, ""source"": 1, ""natural"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3499,แก้วปักหมุด,https://www.openstreetmap.org/user/%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%9B%E0%B8%B1%E0%B8%81%E0%B8%AB%E0%B8%A1%E0%B8%B8%E0%B8%94,17294057,8,19,Thailand,0,0,1,0,18,0,0,0,0,0,0,0,3,0,10,0,0,0,3,{},"{""surface"": 15, ""highway"": 10, ""access"": 4, ""building"": 3, ""amenity"": 3, ""parking"": 3, ""leisure"": 2, ""sport"": 2, ""import"": 2, ""lit"": 1, ""fee"": 1, ""oneway"": 1, ""junction"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3500,rt112,https://www.openstreetmap.org/user/rt112,12280096,1,19,France,6,9,1,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"{""building"": 1}","{""building"": 1, ""source"": 1, ""highway"": 1, ""service"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3501,eliasp,https://www.openstreetmap.org/user/eliasp,9687,5,19,Germany,9,3,0,4,3,0,0,0,0,1,2,0,1,3,1,0,0,0,3,"{""highway"": 3, ""entrance"": 1, ""landuse"": 1, ""lanes"": 1, ""name"": 1, ""surface"": 1}","{""name"": 6, ""amenity"": 3, ""wheelchair"": 3, ""cuisine"": 2, ""opening_hours:signed"": 2, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""opening_hours"": 2, ""toilets:wheelchair"": 1, ""addr:country"": 1, ""shop"": 1, ""operator"": 1, ""payment:cash"": 1, ""payment:contactless"": 1, ""vending"": 1, ""highway"": 1, ""lanes"": 1, ""surface"": 1, ""building"": 1, ""contact:email"": 1, ""contact:phone"": 1, ""website"": 1, ""landuse"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3502,c674a,https://www.openstreetmap.org/user/c674a,13697350,2,19,Italy,2,8,2,0,7,0,0,0,0,0,2,0,0,0,8,0,0,0,2,{},"{""highway"": 8, ""footway"": 4, ""loc_ref"": 3, ""name"": 3, ""amenity"": 2, ""cycling_width"": 2, ""lit"": 2, ""access"": 1, ""level"": 1, ""parking"": 1, ""operator"": 1, ""operator:website"": 1, ""source"": 1, ""source:url"": 1, ""traffic_calming"": 1, ""crossing"": 1, ""surface"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3503,Aristoi,https://www.openstreetmap.org/user/Aristoi,1686316,16,19,France,0,14,1,0,4,0,0,0,0,0,13,0,1,0,7,0,0,0,5,{},"{""highway"": 7, ""source"": 7, ""amenity"": 5, ""tactile_paving"": 4, ""name"": 3, ""check_date"": 3, ""bicycle_parking"": 3, ""capacity"": 3, ""covered"": 3, ""crossing"": 3, ""crossing_ref"": 3, ""traffic_signals:sound"": 3, ""surface"": 3, ""camera:mount"": 2, ""man_made"": 2, ""surveillance"": 2, ""surveillance:type"": 2, ""operator"": 2, ""fee"": 2, ""emergency"": 2, ""fire_hydrant:position"": 2, ""fire_hydrant:type"": 2, ""ref"": 2, ""button_operated"": 2, ""service"": 2, ""STIF:zone"": 1, ""bench"": 1, ""bin"": 1, ""bus"": 1, ""public_transport"": 1, ""ref:FR:STIF"": 1, ""ref:FR:STIF:stop_id"": 1, ""route_ref"": 1, ""shelter"": 1, ""source:wheelchair"": 1, ""wheelchair"": 1, ""disused:shop"": 1, ""camera:type"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""cash_in"": 1, ""operator:wikidata"": 1, ""operator:wikipedia"": 1, ""supervised"": 1, ""owner"": 1, ""survey:date"": 1, ""traffic_signals:vibration"": 1, ""check_date:recycling"": 1, ""recycling:glass"": 1, ""recycling:glass_bottles"": 1, ""recycling_type"": 1, ""bicycle"": 1, ""cycleway"": 1, ""lit"": 1, ""maxspeed"": 1, ""name:etymology:wikidata"": 1, ""oneway"": 1, ""oneway:bicycle"": 1, ""sidewalk"": 1, ""width"": 1, ""architect"": 1, ""building"": 1, ""building:levels"": 1, ""start_date"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3504,benjabelge,https://www.openstreetmap.org/user/benjabelge,9628241,10,19,Belgium,0,5,0,0,14,0,0,0,0,0,4,0,6,0,13,0,0,0,0,{},"{""highway"": 13, ""surface"": 8, ""name"": 6, ""building"": 6, ""crossing:island"": 4, ""lit"": 4, ""maxspeed"": 4, ""addr:housenumber"": 4, ""footway"": 4, ""crossing"": 3, ""tactile_paving"": 3, ""lane_markings"": 3, ""addr:street"": 3, ""bench"": 2, ""bus"": 2, ""network"": 2, ""operator"": 2, ""public_transport"": 2, ""ref:TECL"": 2, ""route_ref:TECL"": 2, ""shelter"": 2, ""zone:TEC"": 2, ""sidewalk"": 2, ""ref:UrbIS"": 2, ""name:etymology:wikidata"": 1, ""name:fr"": 1, ""name:nl"": 1, ""source:maxspeed"": 1, ""old_name"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3505,Tim Apelov,https://www.openstreetmap.org/user/Tim%20Apelov,10074340,1,19,Georgia,7,3,1,1,6,1,0,0,0,2,2,1,4,0,1,0,0,1,1,"{""amenity"": 1, ""bottle"": 1, ""charge"": 1, ""fee"": 1, ""operator"": 1, ""payment:cash"": 1, ""name"": 1, ""tourism"": 1, ""building"": 1}","{""building"": 4, ""check_date"": 2, ""barrier"": 1, ""bicycle"": 1, ""foot"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""name"": 1, ""shop"": 1, ""amenity"": 1, ""highway"": 1, ""source"": 1, ""layer"": 1, ""natural"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3506,Ma4G,https://www.openstreetmap.org/user/Ma4G,11803655,11,19,Ireland,0,4,0,0,15,0,0,0,0,0,3,0,10,0,6,0,0,0,4,{},"{""building"": 10, ""addr:housenumber"": 8, ""building:levels"": 8, ""highway"": 6, ""amenity"": 4, ""surface"": 4, ""name"": 3, ""opening_hours"": 3, ""website"": 3, ""covered"": 2, ""crossing"": 2, ""crossing:island"": 2, ""diet:vegan"": 2, ""diet:vegetarian"": 2, ""opening_hours:covid19"": 2, ""phone"": 2, ""access"": 1, ""bicycle_parking"": 1, ""capacity"": 1, ""check_date:capacity"": 1, ""operator"": 1, ""tactile_paving"": 1, ""addr:street"": 1, ""alt_name"": 1, ""check_date"": 1, ""contact:facebook"": 1, ""contact:instagram"": 1, ""cuisine"": 1, ""payment:mastercard"": 1, ""payment:visa"": 1, ""handrail"": 1, ""incline"": 1, ""lit"": 1, ""ramp"": 1, ""roof:shape"": 1, ""leaf_type"": 1, ""natural"": 1, ""oneway"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
3507,Interteutones,https://www.openstreetmap.org/user/Interteutones,11668151,1,19,Germany,5,12,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,{},"{""landuse"": 1, ""highway"": 1, ""service"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
