rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
11,DressyPear4,https://www.openstreetmap.org/user/DressyPear4,3984659,2,18454,Brazil,JOSM/1.5 (18700 pt_BR),17129,322,0,955,43,0,0,5,0,14,11,0.0,0.0,75.0,27.0,882.0,17.0,0.0,0.0,"{""waterway"": 882, ""source"": 874, ""layer"": 261, ""tunnel"": 226, ""highway"": 75, ""surface"": 63, ""bridge"": 35, ""name"": 31, ""noname"": 30, ""ford"": 6, ""maxspeed"": 2, ""source:name"": 2, ""service"": 2, ""natural"": 1, ""leisure"": 1, ""sport"": 1}","{""highway"": 27, ""surface"": 24, ""name"": 18, ""waterway"": 17, ""source"": 15, ""noname"": 11, ""ford"": 9, ""admin_level"": 5, ""boundary"": 5, ""type"": 5, ""maxspeed"": 1, ""source:name"": 1, ""service"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
12,maraf24,https://www.openstreetmap.org/user/maraf24,2098272,54,16222,Poland,"JOSM/1.5 (18700 en),reverter_plugin/36043;JOSM/1.5 (18700 en)",1463,802,10542,212,273,2928,0,1,1,97,33,120.0,97.0,74.0,120.0,0.0,1.0,73.0,7.0,"{""building"": 120, ""source"": 105, ""building:levels"": 102, ""highway"": 74, ""amenity"": 73, ""service"": 22, ""barrier"": 17, ""surface"": 14, ""man_made"": 8, ""access"": 7, ""fixme"": 6, ""note"": 6, ""foot"": 6, ""material"": 6, ""bicycle"": 5, ""name"": 4, ""landuse"": 4, ""segregated"": 4, ""addr:city"": 3, ""addr:housenumber"": 3, ""addr:postcode"": 3, ""addr:street"": 3, ""capacity"": 3, ""demolished:building"": 3, ""leisure"": 2, ""noexit"": 1, ""hgv"": 1, ""oneway"": 1, ""height"": 1, ""start_date"": 1, ""incline"": 1, ""sport"": 1, ""tunnel"": 1, ""living_street"": 1, ""artwork_type"": 1, ""description"": 1, ""historic"": 1, ""tourism"": 1}","{""highway"": 120, ""source"": 100, ""building"": 97, ""building:levels"": 76, ""surface"": 54, ""name"": 41, ""landuse"": 36, ""addr:housenumber"": 35, ""addr:city"": 32, ""addr:postcode"": 32, ""addr:street"": 32, ""source:building"": 26, ""service"": 21, ""barrier"": 15, ""maxspeed"": 15, ""oneway"": 15, ""highway:category:pl"": 13, ""source:addr"": 12, ""addr:street:sym_ul"": 11, ""bicycle"": 9, ""access"": 9, ""ref"": 9, ""note"": 8, ""lanes"": 8, ""addr:country"": 7, ""amenity"": 7, ""cycleway:both"": 7, ""maxaxleload"": 7, ""maxspeed:type"": 7, ""source:maxaxleload"": 7, ""fixme"": 6, ""leisure"": 6, ""addr:city:simc"": 5, ""description"": 5, ""flood_prone"": 5, ""old_ref"": 5, ""foot"": 5, ""segregated"": 5, ""source:maxspeed"": 4, ""historic"": 4, ""natural"": 4, ""smoothness"": 4, ""living_street"": 4, ""covered"": 3, ""operator"": 3, ""sport"": 3, ""website"": 3, ""addr:place"": 3, ""parking"": 3, ""tracktype"": 3, ""highway:class:pl"": 3, ""check_date"": 3, ""traffic_calming"": 2, ""public_transport"": 2, ""network"": 2, ""lit"": 2, ""email"": 2, ""height"": 2, ""ruins"": 2, ""oneway:bicycle"": 2, ""source:geometry"": 2, ""turn:lanes:forward"": 2, ""junction"": 2, ""image"": 2, ""button_operated"": 1, ""crossing"": 1, ""tactile_paving"": 1, ""traffic_signals:sound"": 1, ""traffic_signals:vibration"": 1, ""is_in:city"": 1, ""name:genitive"": 1, ""place"": 1, ""teryt:simc"": 1, ""bench"": 1, ""bin"": 1, ""bus"": 1, ""tourism"": 1, ""noexit"": 1, ""bicycle_parking"": 1, ""capacity"": 1, ""railway"": 1, ""seasonal"": 1, ""train"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""isced:level"": 1, ""official_name"": 1, ""operator:type"": 1, ""phone"": 1, ""ref:regon"": 1, ""ref:rspo"": 1, ""ref:vatin"": 1, ""name:pl"": 1, ""social_facility"": 1, ""building:colour"": 1, ""roof:colour"": 1, ""roof:shape"": 1, ""source:height"": 1, ""military"": 1, ""inscription"": 1, ""cycleway:left"": 1, ""cycleway:right"": 1, ""building:part"": 1, ""intermittent"": 1, ""motor_vehicle"": 1, ""waterway"": 1, ""area:highway"": 1, ""disused:military"": 1, ""hgv"": 1, ""meadow"": 1, ""url"": 1, ""layer"": 1, ""second_hand"": 1, ""shop"": 1, ""area"": 1, ""ramp:stroller"": 1, ""old_name"": 1, ""bridge"": 1, ""material"": 1, ""residential"": 1, ""incline"": 1, ""colour"": 1, ""distance"": 1, ""osmc:symbol"": 1, ""roundtrip"": 1, ""route"": 1, ""type"": 1}",#135152506,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
13,alisari55,https://www.openstreetmap.org/user/alisari55,11165864,48,15526,Turkey,"Rapid 2.0.2,iD 2.25.1",13037,172,16,2198,102,0,1,0,0,0,0,1919.0,0.0,267.0,97.0,0.0,0.0,4.0,0.0,"{""source"": 2182, ""building"": 1919, ""highway"": 267, ""landuse"": 11, ""amenity"": 4, ""religion"": 4, ""layer"": 2, ""type"": 2}","{""highway"": 97, ""source"": 85, ""surface"": 7, ""name"": 2, ""ref"": 2, ""natural"": 2, ""landuse"": 1, ""water"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
14,Paradine,https://www.openstreetmap.org/user/Paradine,1682982,2,15128,Germany,JOSM/1.5 (18700 de),14243,413,258,131,72,5,2,4,0,0,22,0.0,9.0,3.0,35.0,3.0,4.0,0.0,1.0,"{""landuse"": 64, ""natural"": 57, ""name"": 3, ""waterway"": 3, ""highway"": 3, ""source"": 2, ""type"": 2, ""bridge"": 1, ""water"": 1, ""ref"": 1, ""barrier"": 1}","{""highway"": 35, ""name"": 34, ""description"": 20, ""information"": 20, ""tourism"": 20, ""tracktype"": 15, ""landuse"": 15, ""building"": 9, ""traffic_sign"": 4, ""surface"": 4, ""waterway"": 4, ""natural"": 4, ""type"": 4, ""source"": 3, ""addr:housenumber"": 3, ""addr:street"": 3, ""bicycle"": 2, ""vehicle"": 2, ""ref"": 2, ""river:waterway_distance"": 1, ""motor_vehicle"": 1, ""amenity"": 1, ""parking"": 1, ""wheelchair"": 1, ""leisure"": 1, ""est_width"": 1, ""groundcheck"": 1, ""sac_scale"": 1, ""note"": 1, ""cycleway:both"": 1, ""lanes"": 1, ""destination"": 1, ""name:pl"": 1, ""ref:fgkz"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""water"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
15,JaLooooNz,https://www.openstreetmap.org/user/JaLooooNz,741163,2,15123,,JOSM/1.5 (18678 en),8673,3610,2043,358,387,30,10,3,9,50,25,67.0,157.0,86.0,230.0,0.0,0.0,53.0,26.0,"{""building:levels"": 163, ""building:part"": 145, ""roof:colour"": 98, ""roof:material"": 94, ""building:colour"": 91, ""building:material"": 91, ""highway"": 86, ""building"": 67, ""service"": 64, ""amenity"": 53, ""parking"": 48, ""ref"": 46, ""oneway"": 44, ""addr:city"": 37, ""addr:country"": 36, ""addr:street"": 32, ""addr:housenumber"": 29, ""addr:postcode"": 29, ""residential"": 23, ""height"": 20, ""start_date"": 19, ""addr:neighbourhood"": 16, ""building:min_level"": 16, ""name"": 11, ""type"": 10, ""access"": 9, ""leisure"": 9, ""sport"": 9, ""covered"": 7, ""surface"": 7, ""lanes"": 6, ""sidewalk"": 4, ""turn:lanes"": 3, ""shop"": 2, ""name:en"": 2, ""name:zh"": 2, ""landuse"": 2, ""place"": 2, ""bicycle"": 2, ""foot"": 2, ""width"": 2, ""shelter_type"": 2, ""barrier"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1}","{""highway"": 230, ""service"": 192, ""addr:street"": 161, ""addr:city"": 158, ""addr:country"": 158, ""addr:housenumber"": 158, ""building"": 157, ""addr:postcode"": 156, ""start_date"": 143, ""lanes"": 138, ""building:levels"": 134, ""lanes:backward"": 126, ""lanes:forward"": 126, ""residential"": 120, ""addr:neighbourhood"": 68, ""surface"": 57, ""turn:lanes:backward"": 40, ""turn:lanes:forward"": 38, ""amenity"": 26, ""sidewalk"": 25, ""name"": 23, ""ref"": 22, ""parking"": 19, ""oneway"": 19, ""height"": 18, ""access"": 14, ""roof:colour"": 8, ""landuse"": 8, ""turn:lanes"": 7, ""source"": 6, ""place"": 5, ""roof:material"": 4, ""location"": 3, ""route_ref"": 3, ""shop"": 3, ""name:zh"": 3, ""foot"": 3, ""roof:levels"": 3, ""roof:orientation"": 3, ""roof:shape"": 3, ""type"": 3, ""bus"": 2, ""public_transport"": 2, ""bicycle"": 2, ""school"": 2, ""wikidata"": 2, ""leisure"": 2, ""maxspeed"": 2, ""covered"": 2, ""lane"": 2, ""noexit"": 1, ""name:en"": 1, ""atm"": 1, ""addr:unit"": 1, ""crossing"": 1, ""width"": 1, ""email"": 1, ""fax"": 1, ""phone"": 1, ""website"": 1, ""branch"": 1, ""religion"": 1, ""maxheight"": 1, ""fire_path"": 1, ""motor_vehicle"": 1, ""restriction"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
16,NicaTopo,https://www.openstreetmap.org/user/NicaTopo,15960548,6,14928,Nicaragua,JOSM/1.5 (18678 en),12993,656,708,164,372,14,13,8,0,56,268,0.0,0.0,44.0,130.0,131.0,245.0,0.0,0.0,"{""source:imagery"": 137, ""note"": 133, ""source:id"": 133, ""source:url"": 133, ""waterway"": 131, ""intermittent"": 96, ""seasonal"": 96, ""name"": 95, ""short_name"": 61, ""ford"": 54, ""highway"": 44, ""surface"": 40, ""maxspeed"": 23, ""lanes"": 21, ""layer"": 20, ""smoothness"": 20, ""4wd_only"": 18, ""bridge"": 17, ""bridge:structure"": 17, ""type"": 15, ""ref"": 14, ""alt_name"": 8, ""width"": 7, ""source"": 6, ""tunnel"": 3, ""place"": 2, ""tracktype"": 2, ""artist_name"": 1, ""artwork_type"": 1, ""material"": 1, ""tourism"": 1, ""wikidata"": 1, ""landuse"": 1, ""admin_level"": 1, ""boundary"": 1}","{""source:imagery"": 463, ""note"": 459, ""source:id"": 458, ""source:url"": 458, ""name"": 346, ""waterway"": 245, ""intermittent"": 173, ""place"": 132, ""highway"": 130, ""seasonal"": 114, ""natural"": 84, ""width"": 66, ""ele"": 63, ""short_name"": 61, ""ford"": 53, ""tracktype"": 52, ""surface"": 45, ""maxspeed"": 37, ""lanes"": 28, ""source"": 25, ""alt_name"": 21, ""ref"": 17, ""wikidata"": 14, ""smoothness"": 10, ""tunnel"": 9, ""type"": 9, ""4wd_only"": 7, ""oneway"": 3, ""network"": 3, ""operator"": 3, ""route"": 3, ""website"": 3, ""old_name"": 2, ""layer"": 2, ""population"": 1, ""postal_code"": 1, ""wikipedia"": 1, ""landuse"": 1, ""admin_level"": 1, ""border_type"": 1, ""boundary"": 1, ""left:province"": 1, ""right:province"": 1, ""access"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
17,dmgroom_ct,https://www.openstreetmap.org/user/dmgroom_ct,437598,49,14294,"Côte d'Ivoire,United States of America,India,Sierra Leone,Turkey",JOSM/1.5 (18700 en_GB),12910,1081,86,113,87,9,2,6,0,2,0,1.0,1.0,33.0,61.0,0.0,1.0,0.0,0.0,"{""natural"": 74, ""highway"": 33, ""noexit"": 2, ""type"": 2, ""building"": 1}","{""highway"": 61, ""source"": 36, ""natural"": 18, ""name"": 9, ""place"": 7, ""type"": 6, ""name:ale"": 5, ""name:en"": 5, ""wikidata"": 5, ""wikipedia"": 3, ""name:fr"": 3, ""fixme"": 2, ""is_in"": 2, ""lanes"": 2, ""name:ru"": 2, ""landuse"": 1, ""maxspeed"": 1, ""ref"": 1, ""surface"": 1, ""cables"": 1, ""power"": 1, ""voltage"": 1, ""waterway"": 1, ""oneway"": 1, ""building"": 1, ""boundary"": 1, ""leisure"": 1, ""operator"": 1, ""protect_class"": 1, ""website"": 1, ""alt_name:cs"": 1, ""name:ca"": 1, ""name:cs"": 1, ""name:eu"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
18,DavidDrax,https://www.openstreetmap.org/user/DavidDrax,18186068,64,14288,United States of America,iD 2.25.1,11204,496,49,2344,193,2,0,0,0,188,34,2275.0,22.0,188.0,179.0,0.0,0.0,7.0,0.0,"{""building"": 2275, ""highway"": 188, ""addr:city"": 90, ""addr:state"": 90, ""addr:street"": 90, ""addr:postcode"": 78, ""power"": 45, ""footway"": 36, ""barrier"": 14, ""fence_type"": 8, ""amenity"": 7, ""height"": 7, ""material"": 5, ""landuse"": 4, ""industrial"": 3, ""religion"": 2, ""shop"": 2, ""operator"": 1, ""operator:wikidata"": 1, ""service"": 1, ""layer"": 1, ""access"": 1, ""parking"": 1, ""surface"": 1, ""natural"": 1, ""name"": 1}","{""highway"": 179, ""name"": 110, ""tiger:cfcc"": 106, ""tiger:county"": 106, ""tiger:name_base"": 106, ""tiger:name_type"": 105, ""tiger:zip_left"": 99, ""tiger:zip_right"": 99, ""tiger:reviewed"": 77, ""tiger:name_base_1"": 40, ""tiger:name_type_1"": 40, ""name_1"": 39, ""tiger:name_direction_prefix_1"": 32, ""building"": 22, ""power"": 17, ""footway"": 14, ""tiger:name_direction_prefix"": 12, ""oneway"": 11, ""service"": 9, ""addr:city"": 6, ""addr:postcode"": 6, ""addr:state"": 6, ""addr:street"": 6, ""landuse"": 6, ""source"": 5, ""access"": 4, ""crossing"": 3, ""kerb"": 3, ""ele"": 3, ""gnis:county_id"": 3, ""gnis:created"": 3, ""gnis:feature_id"": 3, ""gnis:state_id"": 3, ""lanes"": 3, ""oneway:conditional"": 2, ""addr:housenumber"": 2, ""denomination"": 2, ""religion"": 2, ""wikidata"": 2, ""leisure"": 2, ""ref"": 2, ""surface"": 2, ""operator"": 2, ""maxspeed"": 1, ""maxweight"": 1, ""turn:lanes"": 1, ""name_2"": 1, ""tiger:name_base_2"": 1, ""tiger:name_direction_prefix_2"": 1, ""tiger:name_type_2"": 1, ""tiger:zip_left_1"": 1, ""operator:wikidata"": 1, ""operator:wikipedia"": 1, ""barrier"": 1, ""fence_type"": 1, ""height"": 1, ""material"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
19,PaulaVD,https://www.openstreetmap.org/user/PaulaVD,15486562,62,13952,Brazil,JOSM/1.5 (18700 es),12798,93,33,1021,2,1,4,0,0,0,0,557.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""source"": 1021, ""building"": 557, ""landcover"": 435, ""area"": 431, ""natural"": 22, ""type"": 4, ""leisure"": 3}","{""source"": 2, ""building"": 1, ""area"": 1, ""landcover"": 1}","#MapPyOSM,#CIDI",2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
20,Co Meijer,https://www.openstreetmap.org/user/Co%20Meijer,3410462,24,13565,"Haiti,Equatorial Guinea",JOSM/1.5 (18700 nl),2822,9276,640,644,73,110,0,0,0,0,0,644.0,45.0,0.0,21.0,0.0,1.0,0.0,0.0,"{""building"": 644}","{""building"": 45, ""highway"": 21, ""landuse"": 4, ""fixme"": 3, ""name"": 2, ""name:es"": 2, ""surface"": 2, ""lanes"": 2, ""barrier"": 2, ""addr:country"": 1, ""intermittent"": 1, ""source"": 1, ""waterway"": 1, ""alt_name:fr"": 1, ""name:fr"": 1, ""access"": 1, ""covered"": 1, ""oneway"": 1}","#hotosm-project-14606,#msf,#missingmaps,#hemorrhagicfeverGNQ",2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
21,Qwajo OSM,https://www.openstreetmap.org/user/Qwajo%20OSM,4853701,20,13211,"Ethiopia,Ghana,Eritrea,United Republic of Tanzania,Côte d'Ivoire,Egypt",JOSM/1.5 (18700 en),9745,1208,116,2070,67,5,0,0,0,0,0,2069.0,40.0,1.0,21.0,0.0,0.0,0.0,1.0,"{""building"": 2069, ""highway"": 1}","{""building"": 40, ""highway"": 21, ""landuse"": 4, ""surface"": 3, ""name"": 2, ""aeroway"": 2, ""building:levels"": 2, ""alt_name"": 1, ""lanes"": 1, ""closest_town"": 1, ""iata"": 1, ""icao"": 1, ""int_name"": 1, ""operator"": 1, ""ref"": 1, ""wikidata"": 1, ""amenity"": 1, ""layer"": 1, ""access"": 1, ""area"": 1, ""natural"": 1, ""noname"": 1, ""oneway"": 1}","#lovemaps,#youthmappers,#ucc_youthmappers,#mapafrica,#hotosm-project-14399,#Ghana,#OSMGhana,#htuyouthmappers,#missingmaps",2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
22,charles chilufya,https://www.openstreetmap.org/user/charles%20chilufya,10294659,25,13101,"Malawi,Zambia","JOSM/1.5 (18463 en),Every Door Android 2.0",10359,275,8,2083,375,1,0,0,0,10,1,2012.0,325.0,76.0,44.0,0.0,4.0,0.0,0.0,"{""building"": 2012, ""source"": 950, ""highway"": 76, ""building:levels"": 6, ""roof:levels"": 6, ""roof:shape"": 6, ""building:material"": 3, ""access"": 3, ""entrance"": 3, ""ref"": 3, ""wheelchair"": 3, ""ford"": 1, ""landuse"": 1}","{""building"": 325, ""building:levels"": 325, ""roof:levels"": 325, ""roof:shape"": 318, ""addr:street"": 80, ""highway"": 44, ""source"": 30, ""building:material"": 8, ""waterway"": 4, ""surface"": 3, ""seasonal"": 3, ""ford"": 1, ""name"": 1, ""ref"": 1, ""landuse"": 1}","#hotosm-project-14641,#mapnenomalawi,#esahub,#MapHerWorldw,#MapHerWorld,#hotosm-project-14644",2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
23,Бутримова Дарья,https://www.openstreetmap.org/user/%D0%91%D1%83%D1%82%D1%80%D0%B8%D0%BC%D0%BE%D0%B2%D0%B0%20%D0%94%D0%B0%D1%80%D1%8C%D1%8F,18476040,2,12851,Kazakhstan,JOSM/1.5 (18646 ru),5637,114,4518,1365,99,1118,0,0,0,0,0,1328.0,12.0,37.0,87.0,0.0,0.0,0.0,0.0,"{""building"": 1328, ""addr:country"": 742, ""addr:street"": 742, ""addr:housenumber"": 741, ""highway"": 37, ""name"": 9}","{""highway"": 87, ""name"": 75, ""addr:street"": 12, ""building"": 12, ""addr:country"": 7, ""addr:housenumber"": 7, ""building:levels"": 3, ""addr:city"": 2, ""highway:category"": 1, ""ref"": 1, ""smoothness"": 1, ""smoothness:date"": 1, ""source:smoothness"": 1, ""source:smoothness:2"": 1, ""surface"": 1, ""name:en"": 1, ""name:kk"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
24,maferikotupi,https://www.openstreetmap.org/user/maferikotupi,2115804,19,11859,France,JOSM/1.5 (18700 fr),6544,50,3481,1127,57,599,0,1,0,1,3,1095.0,1.0,31.0,54.0,0.0,0.0,2.0,1.0,"{""building"": 1095, ""source"": 1095, ""wall"": 571, ""highway"": 31, ""access"": 8, ""amenity"": 2, ""name"": 1, ""shop"": 1, ""service"": 1}","{""highway"": 54, ""name"": 30, ""bicycle"": 14, ""surface"": 13, ""access"": 7, ""maxspeed"": 6, ""lit"": 5, ""sidewalk"": 5, ""ref"": 5, ""tracktype"": 5, ""oneway"": 3, ""source"": 3, ""cycleway:left"": 3, ""lanes"": 3, ""ref:FR:FANTOIR"": 3, ""bridge"": 3, ""layer"": 3, ""motor_vehicle"": 3, ""smoothness"": 3, ""segregated"": 2, ""cycleway:right"": 2, ""oneway:bicycle"": 2, ""cycleway"": 2, ""foot"": 2, ""horse"": 2, ""width"": 2, ""maxweight"": 2, ""service"": 2, ""lane_markings"": 1, ""building"": 1, ""cycleway:both"": 1, ""cycleway:both:lane"": 1, ""leisure"": 1, ""landuse"": 1, ""amenity"": 1, ""cycleway:right:segregated"": 1, ""distance"": 1, ""network"": 1, ""operator"": 1, ""operator:website"": 1, ""roundtrip"": 1, ""route"": 1, ""type"": 1, ""website"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
25,Kcx36,https://www.openstreetmap.org/user/Kcx36,16101480,33,11671,China,"JOSM/1.5 (18700 zh_CN),iD 2.25.1",9857,149,1504,26,23,28,0,84,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,"{""admin_level"": 24, ""boundary"": 24, ""source"": 20, ""name:en"": 19, ""name"": 10, ""name:zh"": 8, ""natural"": 2, ""water"": 2}","{""admin_level"": 99, ""boundary"": 99, ""name:en"": 97, ""name"": 90, ""name:zh"": 86, ""type"": 84, ""wikidata"": 84, ""wikipedia"": 84, ""alt_name"": 80, ""name:zh_pinyin"": 59, ""division_code"": 49, ""name:vi"": 39, ""official_name"": 33, ""name:uk"": 32, ""source:name"": 27, ""name:zh-Hant"": 25, ""old_name"": 24, ""name:ja"": 22, ""source"": 15, ""short_name"": 11, ""name:ru"": 9, ""name:ko"": 9, ""name:ur"": 9, ""name:ar"": 7, ""name:bg"": 7, ""name:bn"": 7, ""name:ce"": 7, ""name:cs"": 7, ""name:de"": 7, ""name:el"": 7, ""name:eo"": 7, ""name:et"": 7, ""name:fa"": 7, ""name:he"": 7, ""name:hi"": 7, ""name:hy"": 7, ""name:ka"": 7, ""name:ky"": 7, ""name:lt"": 7, ""name:lv"": 7, ""name:mn"": 7, ""name:mr"": 7, ""name:my"": 7, ""name:pa"": 7, ""name:sr"": 7, ""name:th"": 7, ""name:ug"": 7, ""name:za"": 7, ""old_name:en"": 7, ""old_name:vi"": 7, ""old_name:zh_pinyin"": 7, ""natural"": 4, ""highway"": 4, ""short_name:zh-Hant"": 2, ""name:eu"": 2, ""name:fr"": 2, ""name:no"": 2, ""name:sv"": 2, ""intermittent"": 1, ""water"": 1, ""note"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
26,potomatosm,https://www.openstreetmap.org/user/potomatosm,16645967,5,11462,"United States of America,Canada",JOSM/1.5 (18700 en),4649,1382,5250,46,131,1,1,2,0,0,0,0.0,0.0,0.0,65.0,0.0,17.0,0.0,0.0,"{""natural"": 31, ""type"": 1}","{""highway"": 65, ""name"": 42, ""source"": 30, ""ref"": 23, ""service"": 23, ""access"": 21, ""waterway"": 17, ""natural"": 17, ""surface"": 15, ""tiger:cfcc"": 10, ""tiger:reviewed"": 10, ""tiger:county"": 9, ""tiger:name_base"": 9, ""tiger:name_type"": 7, ""alt_name"": 6, ""tiger:name_base_1"": 3, ""name_1"": 2, ""type"": 2, ""ele"": 1, ""gnis:county_id"": 1, ""gnis:created"": 1, ""gnis:feature_id"": 1, ""gnis:state_id"": 1, ""place"": 1, ""admin_level"": 1, ""border_type"": 1, ""boundary"": 1, ""bicycle"": 1, ""foot"": 1, ""tiger:name_type_1"": 1, ""leisure"": 1, ""owner"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
27,Spaghetti Monster🍝,https://www.openstreetmap.org/user/Spaghetti%20Monster%F0%9F%8D%9D,8758904,5,11201,United States of America,JOSM/1.5 (18678 en),0,0,11201,0,0,0,0,0,0,0,0,,,,,,,,,{},{},,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
28,Irfan_Muriy,https://www.openstreetmap.org/user/Irfan_Muriy,8761733,18,10339,Indonesia,JOSM/1.5 (18700 id),7321,1427,666,714,109,102,0,0,0,19,18,630.0,1.0,13.0,77.0,49.0,3.0,5.0,2.0,"{""building"": 630, ""waterway"": 49, ""name"": 27, ""place"": 25, ""layer"": 14, ""landuse"": 13, ""highway"": 13, ""natural"": 6, ""amenity"": 5, ""source"": 5, ""religion"": 3, ""import"": 2, ""bridge"": 2, ""lanes"": 2, ""lanes:backward"": 2, ""lanes:forward"": 2, ""maxspeed"": 2, ""surface"": 2, ""width"": 2, ""incline"": 1, ""note"": 1, ""sidewalk"": 1, ""smoothness"": 1, ""man_made"": 1, ""ref"": 1}","{""name"": 82, ""highway"": 77, ""lanes"": 45, ""lanes:backward"": 45, ""lanes:forward"": 45, ""maxspeed"": 45, ""surface"": 45, ""width"": 45, ""incline"": 44, ""note"": 44, ""sidewalk"": 44, ""smoothness"": 44, ""place"": 36, ""maxspeed:backward"": 36, ""maxspeed:forward"": 36, ""natural"": 24, ""source"": 16, ""bridge"": 12, ""layer"": 12, ""KAB_name"": 9, ""KEC_name"": 9, ""PROV_name"": 9, ""addr:postcode"": 9, ""import"": 7, ""landuse"": 3, ""waterway"": 3, ""is_in:country"": 2, ""is_in:county"": 2, ""is_in:region"": 2, ""is_in:state"": 2, ""amenity"": 2, ""ref"": 1, ""fixme"": 1, ""building"": 1, ""religion"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
